1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALQUILER DE VEHÍCULOS,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"15881,67","15881,67"
1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,"PAGO PONTÓN, PEAJES, ETC",A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"29284,17","29284,17"
1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,SUMINISTROS DE OFICINA,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"27762,67","27762,67"
1262,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"1460,64","1460,64"
1262,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5386,89","5386,89"
1262,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5386,89","5386,89"
1262,RAINFOREST,VIAJES_RF,ALQUILER DE VEHÍCULOS,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5386,89","5386,89"
1262,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5386,89","5386,89"
1262,RAINFOREST,VIAJES_RF,VIÁTICOS,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5386,89","5386,89"
1262,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5386,89","5386,89"
1263,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,MUEBLES,A5.1 / 5 / 5,"Administración costos de personal, costos operativos, administrativos y otros",1,"145127,55","145127,55"
1263,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPOS,A5.1 / 5 / 5,"Administración costos de personal, costos operativos, administrativos y otros",1,0,0
1263,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE PROYECTO,A5.1 / 5 / 5,"Administración costos de personal, costos operativos, administrativos y otros",1,"67053,93","67053,93"
1263,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,LAPTOP,A5.1 / 5 / 5,"Administración costos de personal, costos operativos, administrativos y otros",1,0,0
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,ALQUILERES,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,50000,50000
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,SERVICIOS BÁSICOS,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,"156907,34","156907,34"
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,INTERNET,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,"20474,42","20474,42"
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,MANTENIMIENTO DE VEHÍCULOS,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,150000,150000
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,Suministros de oficina,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,"3202,62","3202,62"
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,IMPUESTOS,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,30000,30000
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,MOTOCICLETAS,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,0,0
1263,RAINFOREST,COSTOS_OPERATIVOS_RF,MOVILIDADES,A5.1 / 8 / 8,"Administración costos de personal, costos operativos, administrativos y otros",1,0,0
1263,RAINFOREST,COSTOS_CONTABLES_Y_ADMINISTRATIVOS_RF,AUDITORIA,A5.1 / 9 / 9,"Administración costos de personal, costos operativos, administrativos y otros",1,40000,40000
1263,RAINFOREST,COSTOS_CONTABLES_Y_ADMINISTRATIVOS_RF,TRANSACCIONES BANCARIAS,A5.1 / 9 / 9,"Administración costos de personal, costos operativos, administrativos y otros",1,5000,5000
1263,RAINFOREST,MISCELANEOS_RF,FORTALECIMIENTO INSTITUCIONAL,A5.1 / 10 / 10,"Administración costos de personal, costos operativos, administrativos y otros",1,"140366,02","140366,02"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,REUNIONES,1.1.3,Reuniones para presentacion de resultados.,1,"11213,36","11213,36"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,1.2.1,Talleres de capacitaciones,7,"38637,17","270460,19"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,1.2.2,Talleres de capacitaciones,3,"59003,97","177011,91"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,1.4.1,Talleres de capacitaciones,2,"35035,18","70070,36"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,2.1.1,Talleres de capacitaciones,3,"38401,65","115204,95"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,2.1.2,Talleres de capacitaciones,2,"9158,36","18316,72"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,SERVICIOS DE MANO DE OBRA,4.2,Mantenimiento de vehiculo,1,"3641,24","3641,24"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,SEMINARIOS,2.1.3,Seminarios para exponer los resultados,2,"43839,48","87678,96"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,SEMINARIOS,2.2.2,Seminarios para exponer los resultados,1,"45727,7","45727,7"
1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,CUMBRES,2.2.1,Apoyo a 1 cumbre,1,"38155,79","38155,79"
1271,AKAM_CCAM,LOCAL_PARTNER_INVESTMENTS,EQUIPOS RIEGO,1.2.3/2.1,Implementacion de 1 sistema de agua y 5 atajados,6,"235228,44","1411370,64"
1271,AKAM_CCAM,LOCAL_PARTNER_STAFF_AND_VOLUNTEERS,CONSULTORES,NN,ND,5,10000,50000
12101,RAINFOREST,SERVICIOS_PROFESIONALES_Y_DE_CONSULTORÍA_RF,CONSULTORES,A2.8 / 2 / 2.3,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,85000,85000
12101,AAF9_PANDO,CONSULTORES_AAF,CONSULTOR 1,NN,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,240000,240000
12101,RE_WILD_2,CONSULTORES_REWILD,CONSULTORES,NN,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,60000,60000
2111,AAF9_PANDO,CONSULTORES_AAF,CONSULTOR 1,A21 AREA B,CONSULTORIA DE REGISTRO ACUSTICO,1,40000,40000
2122,AAF9_PANDO,EQUIPOS_Y_SUMINISTROS_AAF,INSUMOS Y EQUIPAMIENTO,A24 AREA E,COMPRA DE ESTACION,1,105000,105000
2122,AAF9_PANDO,CONSULTORES_AAF,CONSULTOR 2,A31 ADM,CONSULTORIAECOCLIMATICA,1,35000,35000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN / VÍVERES,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,0,0
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"4809,55","4809,55"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"3846,02","3846,02"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,COMBUSTIBLE,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"5312,76","5312,76"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,INSUMOS Y EQUIPAMIENTO,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,0,0
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MANTENIMIENTO DE VEHÍCULOS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"4767,18","4767,18"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HOSPEDAJE NACIONAL,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"5113,69","5113,69"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,VIÁTICOS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"2980,07","2980,07"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER DE VEHÍCULOS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"3498,53","3498,53"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,"PAGO PONTÓN, PEAJES, ETC",A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"5319,96","5319,96"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,GUIAS LOCALES,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"4822,56","4822,56"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN / VÍVERES,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,25000,25000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"20196,69","20196,69"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,30000,30000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,COMBUSTIBLE,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,22500,22500
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,INSUMOS Y EQUIPAMIENTO,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"643,92","643,92"
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MANTENIMIENTO DE VEHÍCULOS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,20000,20000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HOSPEDAJE NACIONAL,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,28000,28000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,VIÁTICOS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,25000,25000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER DE VEHÍCULOS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,30000,30000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,"PAGO PONTÓN, PEAJES, ETC",A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,15000,15000
2131,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,GUIAS LOCALES,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"24121,71","24121,71"
2131,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"21187,52","21187,52"
2131,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"7851,72","7851,72"
2131,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"22420,84","22420,84"
2131,RAINFOREST,VIAJES_RF,ALQUILER DE VEHÍCULOS,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"23983,52","23983,52"
2131,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,15000,15000
2131,RAINFOREST,VIAJES_RF,VIÁTICOS,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"20134,36","20134,36"
2131,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"22622,99","22622,99"
2131,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"13275,11","13275,11"
2131,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"15135,79","15135,79"
2131,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"16049,94","16049,94"
2131,RAINFOREST,VIAJES_RF,ALQUILER DE VEHÍCULOS,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"15651,85","15651,85"
2131,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"13837,75","13837,75"
2131,RAINFOREST,VIAJES_RF,VIÁTICOS,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"9694,89","9694,89"
2131,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"13461,98","13461,98"
2131,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,11113,11113
2131,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,11363,11363
2131,BID_PV,GUIAS,GUIAS LOCALES,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,165076,165076
2131,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,41215,41215
2131,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,165,165
2131,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,16075,16075
2131,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,1960,1960
2133,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,CAMARAS TRAMPA,A5.1/5/5,Compra de camaras trampa,1,"106506,12","106506,12"
2133,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SENSORES ACUSTICOS,A5.1/5/5,SENSORES ACUSTICOS,1,"8149,51","8149,51"
2154,FCF_3,EQUIPOS_Y_SUMINISTROS_FCF3,SUMINISTROS DE OFICINA,1.3,Material de escritorio para talleres ,1,"2564,98","2564,98"
2154,FCF_3,EQUIPOS_Y_SUMINISTROS_FCF3,IMPRESIONES Y COMUNICACIONE,1.3,"Impresiones de ploters,mapas para comunidades y guias ",1,"4006,85","4006,85"
2154,FCF_3,EQUIPOS_Y_SUMINISTROS_FCF3,SUMINISTROS DE OFICINA,1.3 ,Compra de 3 Memorias portátiles USB para monitores de TIM I,1,360,360
2154,FCF_3,REUNIONES_Y_TALLERES,REUNIONES Y TALLERES EMPREND. PRODUC. ,1.5 ,Alquiler de salones para capacitación,1,400,400
2154,FCF_3,REUNIONES_Y_TALLERES,REUNIONES Y TALLERES EMPREND. PRODUC. ,1.5 ,Alimentación para capacitación,1,8000,8000
2154,FCF_3,REUNIONES_Y_TALLERES,REUNIONES Y TALLERES EMPREND. PRODUC. ,1.5,Transporte para capacitados,1,5000,5000
2154,FCF_3,REUNIONES_Y_TALLERES,REUNIONES Y TALLERES EMPREND. PRODUC. ,1.5,Viáticos para capacitados ,1,2100,2100
2154,FCF_3,VIAJES_FCF3,PASAJES TERRESTRES NACIONALES,1.4,Pasajes terrestres para Carla Ramirez y Stephanie Torrico ,1,1200,1200
2154,FCF_3,VIAJES_FCF3,PASAJES AÉREOS NACIONALES,1.4,Pasajes aéreos para Carla Ramirez  Stephanie Torrico ,1,9000,9000
2154,FCF_3,VIAJES_FCF3,"VIÁTICOS, ALIMENTACIÓN E IMPREVISTOS",1.4,Viáticos y hospedaje para Carla y Stephanie Torrico,1,5200,5200
2154,FCF_3,VIAJES_FCF3,COMBUSTIBLE,1.4,Combustible para auto institucional,1,4880,4880
2154,FCF_3,REUNIONES_Y_TALLERES,CAPACITADORES,1.5,Técnico de Campo,1,6960,6960
2154,FCF_3,CONSULTORES_FCF_3,CONSULTORES,"1,2",Consultor de viaje biocultural ,1,12030,12030
2221,BID_PV,GUIAS,GUIAS LOCALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,173544,173544
2221,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,8677,8677
2221,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,7955,7955
2221,BID_PV,VIAJES_BID_PV,VIÁTICOS,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,12892,12892
2221,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,18182,18182
2221,BID_PV,VIAJES_BID_PV,HOSPEDAJE NACIONAL,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,18204,18204
2221,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial  ",1,30910,30910
2263,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial  ",1,92231,92231
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN / VÍVERES,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"33912,28","33912,28"
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,30000,30000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,30000,30000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,COMBUSTIBLE,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,40000,40000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,INSUMOS Y EQUIPAMIENTO,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,"35890,19","35890,19"
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MANTENIMIENTO DE VEHÍCULOS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,40000,40000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HOSPEDAJE NACIONAL,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,45000,45000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,VIÁTICOS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,45000,45000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER DE VEHÍCULOS,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,40000,40000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,"PAGO PONTÓN, PEAJES, ETC",A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,20000,20000
2211,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,GUIAS LOCALES,A3.1 / 4 / 4.3,Realizar campañas de campo para evaluar potencial productivo,1,45000,45000
2211,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPOS,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7860,56","7860,56"
2211,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE PROYECTO,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"4298,06","4298,06"
2211,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,HERRAMIENTAS VARIAS,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7860,56","7860,56"
2211,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7860,56","7860,56"
2211,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE OFICINA,A3.1 / 5 / 5.1,Realizar campañas de campo para evaluar potencial productivo,1,"7860,55","7860,55"
2221,BID_PV,CONSULTORIAS,CONSULTORES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,18679,18679
2221,BID_PV,GUIAS,GUIAS LOCALES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,2099,2099
2133,BID_PV,TALLERES_BID_PV,TALLERES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,49120,49120
2221,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes.,1,4127,4127
2221,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,8753,8753
2221,BID_PV,VIAJES_BID_PV,HOSPEDAJE,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,2289,2289
2221,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,24369,24369
2221,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,356,356
2221,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,114,Complementar los sistemas de alerta temprana de producción de frutos y generar reportes. ,1,21635,21635
2222,BID_PV,VIAJES_BID_PV,HOSPEDAJE,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono.,1,205,205
2222,BID_PV,VIAJES_BID_PV,PASAJES AEREOS,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono.,1,1790,1790
2222,BID_PV,CONSULTORIAS,CONSULTORES,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono. - modelamiento GEI,1,127013,127013
2222,SUECIA_PV,VIAJES_SUECIA_PV,COMBUSTIBLE,115,Contribuir al establecimiento de una línea de base inicial de reservas de carbono. - modelamiento GEI,1,5767,5767
2231,BID_PV,TALLERES_BID_PV,TALLERES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,47371,47371
2231,BID_PV,IMPRESIONES,IMPRESIONES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,30331,30331
2231,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,20611,20611
2231,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,116,"Generar un módulo para incluir información sobre mercados, precios y características de las organizaciones productivas del Departamento",1,33647,33647
2233,GIZ,SERVICIOS_EXTERNOS_GIZ,CONSULTOR 1,R1,Desarrollo de un marco conceptual de un sistema piloto de monitoreo de biodiversidad - Analisis de mapeo de servicios ecosistémicos y vulnerabilidad socio-ecológica del norte de la Amazonia boliviana. Consultor por producto.,1,"31739,8","31739,8"
2134,GIZ,SERVICIOS_EXTERNOS_GIZ,CONSULTOR 2,R1,Desarrollo de un marco conceptual de un sistema piloto de monitoreo de biodiversidad - Estimación de cobertura forestal (bosque) para Pando y área referenciales del proyecto. Consultor por producto.,1,"42319,66","42319,66"
2134,GIZ,SERVICIOS_EXTERNOS_GIZ,CONSULTOR 3,R2,"Diseño de un sistema piloto de monitoreo de biodiversidad - Identificación y propuesta de indicadores relaciones con estructura y vigor del bosque usando escenas Sentinel-2, de alta resolucion (Planet) ",1,"31739,8","31739,8"
